city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,umpire1,umpire2
Hyderabad,17-04-2017,B Kumar,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Sunrisers Hyderabad,runs,5,N,AY Dandekar,A Deshmukh
Rajkot,18-04-2017,CH Gayle,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,Royal Challengers Bangalore,runs,21,N,S Ravi,VK Sharma
Hyderabad,19-04-2017,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,15,N,CB Gaffaney,NJ Llong
Indore,20-04-2017,JC Buttler,Holkar Cricket Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8,N,M Erasmus,C Shamshuddin
Kolkata,21-04-2017,SK Raina,Eden Gardens,0,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,4,N,CB Gaffaney,Nitin Menon
Mumbai,22-04-2017,MJ McClenaghan,Wankhede Stadium,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,14,N,A Nand Kishore,S Ravi
Pune,22-04-2017,MS Dhoni,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,Rising Pune Supergiant,wickets,6,N,AY Dandekar,A Deshmukh
Rajkot,23-04-2017,HM Amla,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Kings XI Punjab,Gujarat Lions,field,Kings XI Punjab,runs,26,N,AK Chaudhary,M Erasmus
Kolkata,23-04-2017,NM Coulter-Nile,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,82,N,CB Gaffaney,CK Nandan
Mumbai,24-04-2017,BA Stokes,Wankhede Stadium,0,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,Rising Pune Supergiant,runs,3,N,A Nand Kishore,S Ravi
Pune,26-04-2017,RV Uthappa,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,N,AY Dandekar,NJ Llong
Bangalore,27-04-2017,AJ Tye,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,7,N,AK Chaudhary,C Shamshuddin
Kolkata,28-04-2017,G Gambhir,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,N,NJ Llong,S Ravi
Chandigarh,28-04-2017,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad,runs,26,N,Nitin Menon,CK Nandan
Pune,29-04-2017,LH Ferguson,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rising Pune Supergiant,runs,61,N,KN Ananthapadmanabhan,M Erasmus
Rajkot,29-04-2017,KH Pandya,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,Mumbai Indians,tie,NA,Y,AK Chaudhary,CB Gaffaney
Chandigarh,30-04-2017,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,field,Kings XI Punjab,wickets,10,N,YC Barde,CK Nandan
Hyderabad,30-04-2017,DA Warner,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,48,N,AY Dandekar,S Ravi
Mumbai,01-05-2017,RG Sharma,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Mumbai Indians,wickets,5,N,AK Chaudhary,CB Gaffaney
Pune,01-05-2017,BA Stokes,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,field,Rising Pune Supergiant,wickets,5,N,M Erasmus,C Shamshuddin
Delhi,02-05-2017,Mohammed Shami,Feroz Shah Kotla,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Delhi Capitals,wickets,6,N,YC Barde,Nitin Menon
Kolkata,03-05-2017,RA Tripathi,Eden Gardens,0,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,Rising Pune Supergiant,wickets,4,N,KN Ananthapadmanabhan,A Nand Kishore
Delhi,04-05-2017,RR Pant,Feroz Shah Kotla,0,Delhi Capitals,Gujarat Lions,Delhi Capitals,field,Delhi Capitals,wickets,7,N,M Erasmus,Nitin Menon
Bangalore,05-05-2017,Sandeep Sharma,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,Kings XI Punjab,runs,19,N,CB Gaffaney,C Shamshuddin
Hyderabad,06-05-2017,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,field,Rising Pune Supergiant,runs,12,N,KN Ananthapadmanabhan,AK Chaudhary
Delhi,06-05-2017,LMP Simmons,Feroz Shah Kotla,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,runs,146,N,Nitin Menon,CK Nandan
Bangalore,07-05-2017,SP Narine,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6,N,AY Dandekar,C Shamshuddin
Chandigarh,07-05-2017,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,6,N,A Nand Kishore,VK Sharma
Hyderabad,08-05-2017,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad,wickets,7,N,KN Ananthapadmanabhan,M Erasmus
Chandigarh,09-05-2017,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,runs,14,N,A Nand Kishore,S Ravi
Kanpur,10-05-2017,SS Iyer,Green Park,0,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,2,N,YC Barde,AK Chaudhary
Mumbai,11-05-2017,WP Saha,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Kings XI Punjab,runs,7,N,A Deshmukh,A Nand Kishore
Delhi,12-05-2017,KK Nair,Feroz Shah Kotla,0,Delhi Capitals,Rising Pune Supergiant,Delhi Capitals,bat,Delhi Capitals,runs,7,N,KN Ananthapadmanabhan,CK Nandan
Kanpur,13-05-2017,Mohammed Siraj,Green Park,0,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8,N,AK Chaudhary,Nitin Menon
Kolkata,13-05-2017,AT Rayudu,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Mumbai Indians,runs,9,N,A Nand Kishore,S Ravi
Pune,14-05-2017,JD Unadkat,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,field,Rising Pune Supergiant,wickets,9,N,AY Dandekar,A Deshmukh
Delhi,14-05-2017,HV Patel,Feroz Shah Kotla,0,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,10,N,CK Nandan,C Shamshuddin
Mumbai,16-05-2017,Washington Sundar,Wankhede Stadium,0,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,Rising Pune Supergiant,runs,20,N,S Ravi,C Shamshuddin
Bangalore,17-05-2017,NM Coulter-Nile,M Chinnaswamy Stadium,0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,N,AK Chaudhary,Nitin Menon
Bangalore,19-05-2017,KV Sharma,M Chinnaswamy Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,6,N,NJ Llong,Nitin Menon
Hyderabad,21-05-2017,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",0,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,Mumbai Indians,runs,1,N,NJ Llong,S Ravi
Mumbai,07-04-2018,DJ Bravo,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,1,N,CB Gaffaney,A Nand Kishore
Chandigarh,08-04-2018,KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,field,Kings XI Punjab,wickets,6,N,KN Ananthapadmanabhan,RJ Tucker
Kolkata,08-04-2018,SP Narine,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4,N,C Shamshuddin,A Deshmukh
Hyderabad,09-04-2018,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,9,N,VA Kulkarni,NJ Llong
Chennai,10-04-2018,SW Billings,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,Chennai Super Kings,wickets,5,N,CB Gaffaney,AK Chaudhary
Jaipur,11-04-2018,SV Samson,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,10,N,KN Ananthapadmanabhan,Nitin Menon
Hyderabad,12-04-2018,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,1,N,NJ Llong,CK Nandan
Bengaluru,13-04-2018,UT Yadav,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,4,N,A Deshmukh,S Ravi
Mumbai,14-04-2018,JJ Roy,Wankhede Stadium,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7,N,KN Ananthapadmanabhan,Nitin Menon
Kolkata,14-04-2018,B Stanlake,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5,N,AK Chaudhary,A Nand Kishore
Bengaluru,15-04-2018,SV Samson,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Rajasthan Royals,runs,19,N,C Shamshuddin,S Ravi
Chandigarh,15-04-2018,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab,runs,4,N,VA Kulkarni,CK Nandan
Kolkata,16-04-2018,N Rana,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders,runs,71,N,AK Chaudhary,A Nand Kishore
Mumbai,17-04-2018,RG Sharma,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,runs,46,N,RJ Tucker,Nitin Menon
Jaipur,18-04-2018,N Rana,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,N,A Deshmukh,S Ravi
Chandigarh,19-04-2018,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,Kings XI Punjab,runs,15,N,NJ Llong,AK Chaudhary
Pune,20-04-2018,SR Watson,Maharashtra Cricket Association Stadium,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,runs,64,N,KN Ananthapadmanabhan,Nitin Menon
Kolkata,21-04-2018,KL Rahul,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,9,N,C Shamshuddin,A Deshmukh
Bengaluru,21-04-2018,AB de Villiers,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,6,N,CB Gaffaney,CK Nandan
Hyderabad,22-04-2018,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,runs,4,N,VA Kulkarni,AK Chaudhary
Jaipur,22-04-2018,JC Archer,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Rajasthan Royals,wickets,3,N,KN Ananthapadmanabhan,RJ Tucker
Delhi,23-04-2018,AS Rajpoot,Feroz Shah Kotla,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,field,Kings XI Punjab,runs,4,N,A Nand Kishore,CK Nandan
Mumbai,24-04-2018,Rashid Khan,Wankhede Stadium,0,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,runs,31,N,C Shamshuddin,S Ravi
Bengaluru,25-04-2018,MS Dhoni,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5,N,NJ Llong,VK Sharma
Hyderabad,26-04-2018,AS Rajpoot,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Sunrisers Hyderabad,runs,13,N,YC Barde,CK Nandan
Delhi,27-04-2018,SS Iyer,Feroz Shah Kotla,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,runs,55,N,C Shamshuddin,S Ravi
Pune,28-04-2018,RG Sharma,Maharashtra Cricket Association Stadium,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8,N,CB Gaffaney,Nitin Menon
Jaipur,29-04-2018,KS Williamson,Sawai Mansingh Stadium,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,11,N,BNJ Oxenford,A Nand Kishore
Bengaluru,29-04-2018,CA Lynn,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6,N,NJ Llong,AK Chaudhary
Pune,30-04-2018,SR Watson,Maharashtra Cricket Association Stadium,0,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,13,N,AY Dandekar,C Shamshuddin
Bengaluru,01-05-2018,TG Southee,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,runs,14,N,M Erasmus,Nitin Menon
Delhi,02-05-2018,RR Pant,Feroz Shah Kotla,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,runs,4,N,VK Sharma,CK Nandan
Kolkata,03-05-2018,SP Narine,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6,N,HDPK Dharmasena,A Deshmukh
Indore,04-05-2018,SA Yadav,Holkar Cricket Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6,N,AY Dandekar,S Ravi
Pune,05-05-2018,RA Jadeja,Maharashtra Cricket Association Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,wickets,6,N,Nitin Menon,YC Barde
Hyderabad,05-05-2018,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,7,N,BNJ Oxenford,CK Nandan
Mumbai,06-05-2018,HH Pandya,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,runs,13,N,HDPK Dharmasena,A Deshmukh
Indore,06-05-2018,Mujeeb Ur Rahman,Holkar Cricket Stadium,0,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Kings XI Punjab,wickets,6,N,C Shamshuddin,S Ravi
Hyderabad,07-05-2018,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,runs,5,N,BNJ Oxenford,VK Sharma
Jaipur,08-05-2018,JC Buttler,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,Rajasthan Royals,runs,15,N,M Erasmus,Nitin Menon
Kolkata,09-05-2018,Ishan Kishan,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Mumbai Indians,runs,102,N,KN Ananthapadmanabhan,AK Chaudhary
Delhi,10-05-2018,S Dhawan,Feroz Shah Kotla,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,9,N,AY Dandekar,C Shamshuddin
Jaipur,11-05-2018,JC Buttler,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,wickets,4,N,M Erasmus,YC Barde
Indore,12-05-2018,SP Narine,Holkar Cricket Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,Kolkata Knight Riders,runs,31,N,VK Sharma,CK Nandan
Delhi,12-05-2018,AB de Villiers,Feroz Shah Kotla,0,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,5,N,KN Ananthapadmanabhan,HDPK Dharmasena
Pune,13-05-2018,AT Rayudu,Maharashtra Cricket Association Stadium,0,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,wickets,8,N,M Erasmus,YC Barde
Mumbai,13-05-2018,JC Buttler,Wankhede Stadium,0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,N,Nitin Menon,S Ravi
Indore,14-05-2018,UT Yadav,Holkar Cricket Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,10,N,BNJ Oxenford,VK Sharma
Kolkata,15-05-2018,Kuldeep Yadav,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6,N,HDPK Dharmasena,AK Chaudhary
Mumbai,16-05-2018,JJ Bumrah,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Mumbai Indians,runs,3,N,M Erasmus,Nitin Menon
Bengaluru,17-05-2018,AB de Villiers,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,runs,14,N,AY Dandekar,S Ravi
Delhi,18-05-2018,HV Patel,Feroz Shah Kotla,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,runs,34,N,VA Kulkarni,HDPK Dharmasena
Jaipur,19-05-2018,S Gopal,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Rajasthan Royals,runs,30,N,BNJ Oxenford,VK Sharma
Hyderabad,19-05-2018,CA Lynn,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,5,N,AK Chaudhary,S Ravi
Delhi,20-05-2018,A Mishra,Feroz Shah Kotla,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Delhi Capitals,runs,11,N,HDPK Dharmasena,CK Nandan
Pune,20-05-2018,L Ngidi,Maharashtra Cricket Association Stadium,0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,Chennai Super Kings,wickets,5,N,Nitin Menon,YC Barde
Mumbai,22-05-2018,F du Plessis,Wankhede Stadium,0,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,2,N,C Shamshuddin,M Erasmus
Kolkata,23-05-2018,AD Russell,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,runs,25,N,AK Chaudhary,Nitin Menon
Kolkata,25-05-2018,Rashid Khan,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,14,N,HDPK Dharmasena,Nitin Menon
Mumbai,27-05-2018,SR Watson,Wankhede Stadium,0,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,wickets,8,N,M Erasmus,S Ravi
Chennai,23-03-2019,Harbhajan Singh,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,wickets,7,N,AY Dandekar,BNJ Oxenford
Kolkata,24-03-2019,AD Russell,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6,N,CB Gaffaney,AK Chaudhary
Mumbai,24-03-2019,RR Pant,Wankhede Stadium,0,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Delhi Capitals,runs,37,N,YC Barde,S Ravi
Jaipur,25-03-2019,CH Gayle,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,Kings XI Punjab,runs,14,N,KN Ananthapadmanabhan,C Shamshuddin
Delhi,26-03-2019,SR Watson,Feroz Shah Kotla,0,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,wickets,6,N,M Erasmus,Nitin Menon
Kolkata,27-03-2019,AD Russell,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kolkata Knight Riders,runs,28,N,VA Kulkarni,AK Chaudhary
Bengaluru,28-03-2019,JJ Bumrah,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,runs,6,N,CK Nandan,S Ravi
Hyderabad,29-03-2019,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,5,N,C Shamshuddin,BNJ Oxenford
Chandigarh,30-03-2019,MA Agarwal,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,field,Kings XI Punjab,wickets,8,N,VA Kulkarni,CB Gaffaney
Delhi,30-03-2019,PP Shaw,Feroz Shah Kotla,0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,tie,NA,Y,AY Dandekar,Nitin Menon
Hyderabad,31-03-2019,JM Bairstow,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,runs,118,N,KN Ananthapadmanabhan,S Ravi
Chennai,31-03-2019,MS Dhoni,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,runs,8,N,YC Barde,CK Nandan
Chandigarh,01-04-2019,SM Curran,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Kings XI Punjab,runs,14,N,CB Gaffaney,AK Chaudhary
Jaipur,02-04-2019,S Gopal,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals,wickets,7,N,AY Dandekar,M Erasmus
Mumbai,03-04-2019,HH Pandya,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,runs,37,N,RJ Tucker,BNJ Oxenford
Delhi,04-04-2019,JM Bairstow,Feroz Shah Kotla,0,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5,N,KN Ananthapadmanabhan,C Shamshuddin
Bengaluru,05-04-2019,AD Russell,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5,N,CB Gaffaney,AK Chaudhary
Chennai,06-04-2019,Harbhajan Singh,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,22,N,KN Ananthapadmanabhan,RJ Tucker
Hyderabad,06-04-2019,AS Joseph,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,runs,40,N,AY Dandekar,Nitin Menon
Bengaluru,07-04-2019,K Rabada,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4,N,YC Barde,S Ravi
Jaipur,07-04-2019,HF Gurney,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8,N,CB Gaffaney,AK Chaudhary
Chandigarh,08-04-2019,KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Kings XI Punjab,wickets,6,N,AY Dandekar,M Erasmus
Chennai,09-04-2019,DL Chahar,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,Chennai Super Kings,wickets,7,N,RJ Tucker,C Shamshuddin
Mumbai,10-04-2019,KA Pollard,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Mumbai Indians,wickets,3,N,YC Barde,S Ravi
Jaipur,11-04-2019,MS Dhoni,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4,N,UV Gandhe,BNJ Oxenford
Kolkata,12-04-2019,S Dhawan,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7,N,YC Barde,CK Nandan
Mumbai,13-04-2019,JC Buttler,Wankhede Stadium,0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4,N,Nitin Menon,A Nand Kishore
Chandigarh,13-04-2019,AB de Villiers,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8,N,UV Gandhe,S Ravi
Kolkata,14-04-2019,Imran Tahir,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5,N,RJ Tucker,CK Nandan
